film_code,cinema_code,tickets_sold,tickets_out,show_time,ticket_use
1492,56,32,0,4,32
1492,210,30,0,2,30
1492,452,9,0,1,9
1492,428,16,0,2,16
1492,479,14,0,2,14
1492,253,16,0,3,16
1492,362,13,0,2,13
1492,431,7,0,2,7
1492,277,4,0,1,4
1492,312,4,0,1,4
1492,56,12,0,3,12
1492,452,4,0,1,4
1492,253,8,0,3,8
1492,210,6,0,2,6
1492,428,6,0,2,6
1492,291,6,0,7,6
1492,362,5,0,2,5
1492,479,3,0,1,3
1492,56,23,0,3,23
1492,474,14,0,1,14
1492,344,6,0,3,6
1492,253,10,0,3,10
1492,291,10,0,3,10
1492,431,3,0,2,3
1492,324,2,0,2,2
1492,243,2,0,4,2
1492,489,20,0,4,20
1492,56,11,0,3,11
1492,344,5,0,3,5
1492,291,9,0,3,9
1492,253,15,0,3,15
1492,210,5,0,2,5
1492,277,3,0,1,3
1492,479,3,0,2,3
1492,344,26,0,3,26
1492,352,31,0,1,31
1492,489,14,0,3,14
1492,56,27,0,3,27
1492,428,16,0,2,16
1492,431,10,0,2,10
1492,474,12,0,1,12
1492,210,10,0,2,10
1492,243,11,0,2,11
1492,277,8,0,1,8
1492,291,9,0,3,9
1492,479,4,0,2,4
1492,253,4,0,3,4
1492,452,1,0,1,1
1492,344,31,0,3,31
1492,489,16,2,3,14
1492,452,9,0,1,9
1492,56,16,0,4,16
1492,210,12,0,2,12
1492,428,12,0,2,12
1492,431,8,0,2,8
1492,352,10,0,1,10
1492,291,9,0,3,9
1492,253,6,0,3,6
1492,277,5,0,1,5
1492,479,4,0,2,4
1492,39,2,0,3,2
1492,56,24,0,3,24
1492,243,16,0,4,16
1492,310,13,0,3,13
1492,201,11,0,2,11
1492,210,8,0,2,8
1492,253,6,0,3,6
1492,300,2,0,1,2
1492,479,1,0,1,1
1492,324,1,0,2,1
1492,304,84,0,1,84
1492,489,54,0,4,54
1492,344,36,0,4,36
1492,450,30,0,1,30
1492,352,26,0,2,26
1492,243,56,0,4,56
1492,201,38,0,2,38
1492,56,36,0,4,36
1492,210,30,0,2,30
1492,310,17,0,3,17
1492,522,10,0,1,10
1492,300,15,0,2,15
1492,253,16,0,6,16
1492,457,21,0,1,21
1492,39,10,0,3,10
1492,479,12,0,2,12
1492,452,5,0,1,5
1492,277,5,0,1,5
1492,324,5,0,2,5
1492,56,23,0,3,23
1492,344,12,0,5,12
1492,210,16,0,2,16
1492,201,13,0,2,13
1492,310,10,0,3,10
1492,253,9,0,6,9
1492,243,8,0,4,8
1492,300,4,0,2,4
1492,522,2,0,1,2
1492,450,1,0,1,1
1492,344,16,0,6,16
1492,201,25,0,2,25
1492,310,23,0,3,23
1492,243,12,0,4,12
1492,300,8,0,2,8
1492,489,4,0,3,4
1492,253,7,0,6,7
1492,56,6,0,3,6
1492,210,4,0,2,4
1492,479,4,0,2,4
1492,324,3,0,3,3
1492,489,28,0,3,28
1492,344,27,0,4,27
1492,39,15,0,3,15
1492,352,9,0,1,9
1492,450,7,0,1,7
1492,56,12,0,3,12
1492,522,6,0,1,6
1492,210,9,0,2,9
1492,310,10,0,3,10
1492,253,9,0,6,9
1492,452,4,0,1,4
1492,300,6,0,2,6
1492,324,4,0,3,4
1492,479,3,0,2,3
1492,201,3,0,2,3
1492,243,2,0,4,2
1492,344,15,0,4,15
1492,489,11,0,3,11
1492,352,12,0,3,12
1492,56,9,0,4,9
1492,253,10,0,4,10
1492,310,10,0,3,10
1492,452,4,0,1,4
1492,201,6,0,2,6
1492,300,5,0,1,5
1492,304,5,0,1,5
1492,243,5,0,2,5
1492,457,6,0,1,6
1492,304,50,0,1,50
1492,489,47,0,3,47
1492,344,27,0,4,27
1492,352,12,0,1,12
1492,39,30,0,3,30
1492,56,37,0,4,37
1492,201,21,0,2,21
1492,450,16,0,1,16
1492,452,16,0,1,16
1492,310,12,0,3,12
1492,253,20,0,5,20
1492,457,21,0,5,21
1492,479,2,0,2,2
1492,243,2,0,2,2
1492,310,26,0,3,26
1492,56,40,0,3,40
1492,344,17,0,2,17
1492,352,19,3,1,16
1492,39,27,0,3,27
1492,489,12,0,3,12
1492,201,17,0,2,17
1492,450,14,0,1,14
1492,243,35,0,4,35
1492,452,10,0,1,10
1492,457,24,0,3,24
1492,191,12,0,3,12
1492,253,16,0,4,16
1492,532,5,0,1,5
1492,167,4,0,6,4
1492,479,2,0,2,2
1492,324,2,0,3,2
1492,43,2,0,3,2
1492,448,80,0,1,80
1492,344,80,0,3,80
1492,489,70,0,5,70
1492,304,67,0,3,67
1492,352,45,0,4,45
1492,39,66,0,3,66
1492,56,78,0,5,78
1492,163,46,0,3,46
1492,479,65,0,2,65
1492,529,42,0,3,42
1492,474,38,0,2,38
1492,210,38,0,2,38
1492,524,18,0,1,18
1492,522,16,0,1,16
1492,266,16,0,3,16
1492,201,32,0,2,32
1492,310,16,0,3,16
1492,450,14,0,1,14
1492,204,29,0,8,29
1492,167,25,0,6,25
1492,452,12,0,1,12
1492,191,30,0,3,30
1492,253,14,0,3,14
1492,43,12,0,3,12
1492,380,9,0,1,9
1492,243,13,0,2,13
1492,169,7,0,2,7
1492,457,13,0,3,13
1492,162,5,0,1,5
1492,532,4,0,1,4
1492,324,2,0,3,2
1492,448,24,0,1,24
1492,489,36,0,3,36
1492,304,36,0,3,36
1492,163,23,0,3,23
1492,56,31,0,4,31
1492,210,15,0,2,15
1492,352,15,0,3,15
1492,201,17,0,2,17
1492,310,16,0,3,16
1492,39,18,0,3,18
1492,450,12,0,1,12
1492,191,14,0,3,14
1492,479,10,0,3,10
1492,524,4,0,1,4
1492,204,8,0,8,8
1492,324,7,0,3,7
1492,344,5,0,1,5
1492,167,8,0,6,8
1492,43,8,0,3,8
1492,522,2,0,1,2
1492,532,4,0,1,4
1492,457,6,0,3,6
1492,344,48,0,3,48
1492,352,35,0,4,35
1492,163,27,0,3,27
1492,304,29,0,3,29
1492,450,27,0,1,27
1492,489,20,0,3,20
1492,56,40,0,4,40
1492,39,27,0,3,27
1492,522,8,0,1,8
1492,532,13,0,1,13
1492,204,11,0,8,11
1492,201,10,0,2,10
1492,479,9,0,2,9
1492,380,11,0,1,11
1492,167,9,0,6,9
1492,474,6,0,1,6
1492,524,3,0,1,3
1492,191,8,0,3,8
1492,448,2,0,1,2
1492,529,3,0,2,3
1492,43,4,0,3,4
1492,457,5,0,3,5
1492,162,2,0,1,2
1492,210,1,0,2,1
1492,489,71,3,5,68
1492,448,16,0,1,16
1492,56,52,0,4,52
1492,304,27,0,3,27
1492,352,27,0,4,27
1492,344,21,0,3,21
1492,39,27,0,3,27
1492,201,22,0,2,22
1492,191,24,0,3,24
1492,450,15,0,1,15
1492,522,13,0,1,13
1492,210,12,0,2,12
1492,524,10,0,1,10
1492,167,13,0,6,13
1492,163,5,0,2,5
1492,162,6,0,1,6
1492,43,7,0,3,7
1492,169,5,0,2,5
1492,204,3,0,8,3
1492,448,46,0,1,46
1492,304,59,0,2,59
1492,450,66,3,1,63
1492,344,49,0,3,49
1492,489,48,0,3,48
1492,522,20,0,1,20
1492,163,29,0,3,29
1492,529,33,0,2,33
1492,524,14,0,1,14
1492,56,41,0,4,41
1492,352,24,0,3,24
1492,39,22,0,2,22
1492,210,13,0,2,13
1492,201,13,0,2,13
1492,191,18,0,3,18
1492,43,17,0,2,17
1492,266,7,0,2,7
1492,169,11,0,2,11
1492,204,7,0,8,7
1492,167,6,0,6,6
1492,380,5,0,1,5
1492,457,4,0,3,4
1492,448,71,0,1,71
1492,304,77,0,3,77
1492,489,71,0,3,71
1492,344,49,0,2,49
1492,352,43,0,4,43
1492,450,38,0,1,38
1492,56,32,0,4,32
1492,39,22,0,3,22
1492,191,18,0,3,18
1492,266,11,0,3,11
1492,204,11,0,8,11
1492,532,10,0,1,10
1492,167,12,0,6,12
1492,201,9,0,2,9
1492,474,14,0,1,14
1492,169,10,0,2,10
1492,210,3,0,2,3
1492,163,4,0,1,4
1492,506,6,0,1,6
1492,43,2,0,3,2
1492,56,61,0,3,61
1492,344,20,0,1,20
1492,266,16,0,3,16
1492,163,14,0,1,14
1492,191,15,0,3,15
1492,537,10,0,1,10
1492,529,6,0,1,6
1492,43,8,0,3,8
1492,201,2,0,1,2
1492,204,2,0,2,2
1492,304,56,0,3,56
1492,344,48,0,3,48
1492,489,47,0,3,47
1492,352,40,0,4,40
1492,163,29,0,3,29
1492,513,41,0,1,41
1492,210,19,0,2,19
1492,529,16,2,2,14
1492,56,28,0,4,28
1492,169,10,0,2,10
1492,201,14,0,2,14
1492,191,16,0,3,16
1492,524,10,0,1,10
1492,474,20,0,1,20
1492,204,10,0,8,10
1492,537,13,0,1,13
1492,467,12,0,2,12
1492,266,7,0,3,7
1492,450,7,0,1,7
1492,532,11,0,1,11
1492,43,8,0,3,8
1492,304,134,0,3,134
1492,344,128,0,3,128
1492,489,79,0,3,79
1492,448,54,0,1,54
1492,169,46,0,2,46
1492,352,37,0,4,37
1492,56,57,0,3,57
1492,163,29,0,3,29
1492,43,33,0,3,33
1492,191,26,0,3,26
1492,201,18,0,2,18
1492,524,8,0,1,8
1492,467,19,0,2,19
1492,204,12,0,8,12
1492,162,11,0,1,11
1492,210,6,0,2,6
1492,529,3,0,2,3
1492,537,6,0,1,6
1492,266,2,0,3,2
1492,457,5,0,3,5
1492,304,97,0,3,97
1492,448,69,0,1,69
1492,344,82,0,3,82
1492,163,47,0,3,47
1492,489,42,0,3,42
1492,450,37,0,1,37
1492,56,54,0,4,54
1492,524,16,0,1,16
1492,474,22,0,1,22
1492,210,21,0,2,21
1492,467,32,0,2,32
1492,191,30,0,3,30
1492,169,11,0,2,11
1492,352,12,0,4,12
1492,266,11,0,3,11
1492,529,10,0,2,10
1492,201,11,0,2,11
1492,204,10,0,8,10
1492,162,13,0,4,13
1492,509,8,0,1,8
1492,506,6,0,1,6
1492,43,6,0,3,6
1492,457,2,0,3,2
1492,304,51,0,3,51
1492,344,38,0,2,38
1492,489,34,0,3,34
1492,163,29,0,3,29
1492,448,18,0,1,18
1492,56,67,0,3,67
1492,191,30,0,3,30
1492,352,13,0,3,13
1492,201,19,0,2,19
1492,467,23,0,2,23
1492,169,11,0,2,11
1492,450,11,0,1,11
1492,529,9,0,2,9
1492,266,8,0,3,8
1492,210,8,0,1,8
1492,162,11,0,3,11
1492,524,3,0,1,3
1492,506,5,0,1,5
1492,457,12,0,4,12
1492,204,5,0,8,5
1492,537,6,0,2,6
1492,304,146,0,3,146
1492,448,123,0,1,123
1492,489,101,0,4,101
1492,344,99,0,2,99
1492,352,60,0,4,60
1492,163,77,0,3,77
1492,450,36,1,1,35
1492,169,42,4,2,38
1492,191,55,0,3,55
1492,524,22,0,1,22
1492,467,31,0,2,31
1492,474,36,0,1,36
1492,529,17,0,2,17
1492,204,27,0,8,27
1492,43,23,0,3,23
1492,162,26,0,4,26
1492,165,16,0,2,16
1492,266,8,0,3,8
1492,262,10,0,1,10
1492,537,13,0,1,13
1492,506,5,0,1,5
1492,380,4,0,1,4
1492,522,2,0,1,2
1492,489,30,0,3,30
1492,304,34,0,3,34
1492,352,31,0,3,31
1492,204,19,0,8,19
1492,467,26,0,2,26
1492,266,15,0,3,15
1492,448,8,0,1,8
1492,163,12,0,3,12
1492,344,7,0,1,7
1492,524,6,0,1,6
1492,165,11,0,3,11
1492,169,7,0,2,7
1492,191,14,0,3,14
1492,43,14,0,3,14
1492,162,9,0,3,9
1492,537,10,0,2,10
1492,529,6,0,2,6
1492,522,4,0,1,4
1492,532,4,0,2,4
1492,304,63,0,3,63
1492,352,38,0,3,38
1492,489,25,0,3,25
1492,163,23,0,3,23
1492,448,13,0,2,13
1492,191,26,0,3,26
1492,344,10,0,1,10
1492,165,14,0,3,14
1492,162,13,0,3,13
1492,524,5,0,1,5
1492,43,11,0,3,11
1492,204,4,0,8,4
1492,522,3,0,1,3
1492,529,2,0,2,2
1492,312,34,0,1,34
1492,304,59,0,3,59
1492,489,46,0,3,46
1492,474,17,0,1,17
1492,165,17,0,3,17
1492,191,24,0,3,24
1492,352,14,0,3,14
1492,448,6,0,1,6
1492,522,11,0,1,11
1492,162,13,0,5,13
1492,43,17,0,3,17
1492,524,8,0,1,8
1492,204,8,0,8,8
1492,532,7,0,2,7
1492,210,5,0,3,5
1492,163,3,0,3,3
1492,529,4,0,2,4
1492,266,3,0,3,3
1492,506,5,0,1,5
1492,537,2,0,1,2
1492,486,1,0,1,1
1492,304,117,0,3,117
1492,352,75,0,3,75
1492,448,39,0,1,39
1492,489,46,1,3,45
1492,529,31,0,4,31
1492,344,14,0,1,14
1492,210,25,0,3,25
1492,163,17,0,2,17
1492,191,22,0,3,22
1492,204,14,0,8,14
1492,522,8,0,1,8
1492,474,13,0,1,13
1492,165,6,0,2,6
1492,43,12,0,3,12
1492,266,5,0,3,5
1492,429,8,0,1,8
1492,509,7,0,1,7
1492,162,5,0,5,5
1492,532,2,0,1,2
1492,506,2,0,1,2
1492,448,99,0,3,99
1492,304,105,0,3,105
1492,489,41,0,3,41
1492,352,57,0,3,57
1492,163,36,0,3,36
1492,344,18,0,1,18
1492,529,31,0,4,31
1492,474,33,0,2,33
1492,191,40,0,3,40
1492,210,26,0,3,26
1492,204,18,0,8,18
1492,165,12,0,3,12
1492,162,25,0,5,25
1492,537,18,0,1,18
1492,522,11,0,1,11
1492,518,8,0,1,8
1492,266,10,0,3,10
1492,506,18,0,1,18
1492,429,5,0,1,5
1492,43,5,0,3,5
1492,486,2,0,1,2
1492,532,1,0,2,1
1492,304,44,0,3,44
1492,344,15,0,1,15
1492,191,38,0,3,38
1492,524,18,0,3,18
1492,489,18,0,3,18
1492,352,15,0,3,15
1492,162,17,0,5,17
1492,474,23,0,1,23
1492,448,6,0,1,6
1492,163,11,0,3,11
1492,529,10,0,3,10
1492,165,13,0,3,13
1492,210,9,0,3,9
1492,509,11,0,1,11
1492,43,13,0,3,13
1492,486,18,0,1,18
1492,532,3,0,1,3
1492,448,226,0,4,226
1492,304,149,0,3,149
1492,489,104,0,4,104
1492,344,96,0,3,96
1492,352,88,0,4,88
1492,210,103,0,4,103
1492,163,64,0,3,64
1492,524,43,0,3,43
1492,191,113,0,3,113
1492,513,50,0,1,50
1492,51,53,0,2,53
1492,429,49,0,1,49
1492,198,52,0,2,52
1492,262,35,0,1,35
1492,474,40,0,1,40
1492,43,39,0,3,39
1492,518,21,0,1,21
1492,529,17,0,3,17
1492,532,29,0,3,29
1492,486,39,0,1,39
1492,431,12,0,2,12
1492,522,8,0,1,8
1492,266,7,0,3,7
1492,509,7,0,1,7
1492,144,3,0,4,3
1492,82,2,0,6,2
1492,304,40,0,1,40
1492,344,37,0,3,37
1492,448,38,0,3,38
1492,191,40,0,3,40
1492,489,17,0,3,17
1492,163,16,0,3,16
1492,529,12,0,3,12
1492,524,15,0,4,15
1492,352,8,0,4,8
1492,429,10,0,1,10
1492,210,12,0,4,12
1492,51,12,0,2,12
1492,486,26,0,2,26
1492,266,7,0,3,7
1492,532,7,0,3,7
1492,474,11,0,1,11
1492,198,11,0,2,11
1492,144,7,0,4,7
1492,43,4,0,3,4
1492,508,5,0,1,5
1492,82,1,0,6,1
1492,352,183,0,6,183
1492,304,33,0,1,33
1492,344,34,0,3,34
1492,448,25,0,2,25
1492,489,22,1,3,21
1492,191,34,0,3,34
1492,524,12,0,3,12
1492,210,16,0,4,16
1492,429,12,0,1,12
1492,474,20,0,2,20
1492,163,11,0,3,11
1492,51,19,0,2,19
1492,529,9,1,3,8
1492,518,9,0,1,9
1492,486,11,0,2,11
1492,266,4,0,3,4
1492,144,5,0,4,5
1492,198,5,0,2,5
1492,43,4,0,3,4
1492,509,3,0,1,3
1492,532,2,0,3,2
1492,352,225,0,6,225
1492,489,57,2,4,55
1492,304,15,0,1,15
1492,344,27,0,3,27
1492,524,26,0,2,26
1492,210,24,0,4,24
1492,448,21,0,2,21
1492,51,27,0,2,27
1492,191,24,0,3,24
1492,474,15,0,2,15
1492,513,14,0,1,14
1492,429,6,0,1,6
1492,163,7,0,2,7
1492,262,8,0,1,8
1492,532,5,0,3,5
1492,431,2,0,2,2
1492,43,5,0,3,5
1492,144,5,0,4,5
1492,198,5,0,3,5
1492,485,2,0,1,2
1492,82,3,0,6,3
1492,266,1,0,3,1
1492,352,182,0,6,182
1492,304,61,0,1,61
1492,344,70,0,3,70
1492,489,53,0,3,53
1492,448,41,0,3,41
1492,524,34,0,3,34
1492,163,27,0,3,27
1492,485,32,0,1,32
1492,474,30,0,2,30
1492,191,48,0,3,48
1492,210,26,0,4,26
1492,51,20,0,2,20
1492,529,25,2,3,23
1492,522,9,0,1,9
1492,429,7,0,1,7
1492,43,17,0,3,17
1492,532,9,0,3,9
1492,431,5,0,2,5
1492,266,5,0,3,5
1492,518,4,0,1,4
1492,144,5,0,4,5
1492,198,5,0,3,5
1492,352,99,0,6,99
1492,304,64,0,1,64
1492,448,52,0,3,52
1492,344,60,0,3,60
1492,71,37,2,1,35
1492,163,43,0,3,43
1492,474,52,0,2,52
1492,429,41,0,1,41
1492,485,23,0,1,23
1492,210,39,0,4,39
1492,489,29,0,3,29
1492,529,34,0,4,34
1492,524,26,0,3,26
1492,191,32,0,3,32
1492,51,18,0,2,18
1492,266,5,0,3,5
1492,431,7,0,2,7
1492,522,7,0,1,7
1492,43,9,0,3,9
1492,198,5,0,3,5
1492,144,4,0,4,4
1492,532,2,0,3,2
1492,82,3,0,6,3
1492,238,13,0,3,13
1492,352,63,0,4,63
1492,304,51,0,3,51
1492,448,41,0,3,41
1492,210,44,0,4,44
1492,344,20,0,3,20
1492,489,21,0,4,21
1492,191,46,0,3,46
1492,51,27,0,2,27
1492,163,21,0,3,21
1492,429,15,0,1,15
1492,524,7,0,3,7
1492,431,8,0,2,8
1492,43,8,0,3,8
1492,522,4,0,3,4
1492,198,8,0,3,8
1492,474,6,0,1,6
1492,266,2,0,3,2
1492,144,1,0,4,1
1492,448,287,0,4,287
1492,304,251,0,3,251
1492,71,126,5,3,121
1492,352,123,0,4,123
1492,489,110,0,5,110
1492,450,102,0,3,102
1492,344,57,0,3,57
1492,163,75,0,3,75
1492,485,54,0,3,54
1492,513,66,0,1,66
1492,522,47,0,3,47
1492,51,65,0,3,65
1492,191,105,0,3,105
1492,524,32,0,3,32
1492,429,49,0,1,49
1492,529,35,0,3,35
1492,210,51,0,3,51
1492,262,39,0,1,39
1492,198,43,0,3,43
1492,431,25,0,2,25
1492,43,34,0,3,34
1492,474,32,0,2,32
1492,266,13,0,3,13
1492,144,15,0,4,15
1492,456,14,0,2,14
1492,506,15,0,1,15
1492,222,8,0,1,8
1492,82,4,0,6,4
1492,518,2,0,1,2
1492,450,29,0,3,29
1492,71,30,0,3,30
1492,304,23,0,3,23
1492,43,61,0,3,61
1492,191,46,0,3,46
1492,352,12,0,6,12
1492,51,20,0,2,20
1492,344,13,0,3,13
1492,210,17,0,3,17
1492,448,9,0,2,9
1492,429,10,0,1,10
1492,474,12,0,1,12
1492,522,6,0,3,6
1492,163,7,0,3,7
1492,198,9,0,3,9
1492,266,4,0,3,4
1492,524,4,0,3,4
1492,485,4,0,3,4
1492,489,4,0,4,4
1492,222,2,0,1,2
1492,144,1,0,4,1
1492,352,104,0,6,104
1492,304,33,0,3,33
1492,344,18,0,3,18
1492,51,31,0,2,31
1492,448,14,0,2,14
1492,163,18,0,3,18
1492,71,13,0,3,13
1492,524,12,0,3,12
1492,191,30,0,3,30
1492,474,17,0,1,17
1492,210,16,0,3,16
1492,489,8,0,4,8
1492,485,6,0,3,6
1492,429,6,0,1,6
1492,43,7,0,3,7
1492,198,7,0,3,7
1492,222,6,0,2,6
1492,262,4,0,1,4
1492,144,3,0,4,3
1492,352,142,0,6,142
1492,489,52,0,4,52
1492,304,23,0,3,23
1492,448,22,0,3,22
1492,71,18,0,3,18
1492,344,12,0,3,12
1492,485,11,0,3,11
1492,163,14,0,3,14
1492,51,11,0,2,11
1492,429,10,0,1,10
1492,522,12,0,3,12
1492,524,12,0,3,12
1492,450,6,0,3,6
1492,474,10,0,1,10
1492,210,7,0,3,7
1492,222,7,0,2,7
1492,262,8,0,1,8
1492,431,6,0,2,6
1492,529,2,0,3,2
1492,198,3,0,3,3
1492,43,2,0,3,2
1492,144,2,0,4,2
1492,304,82,0,3,82
1492,352,77,5,5,72
1492,448,54,0,3,54
1492,450,49,0,3,49
1492,489,37,0,4,37
1492,344,33,0,3,33
1492,524,22,0,3,22
1492,485,19,0,3,19
1492,71,21,3,3,18
1492,522,15,0,3,15
1492,529,17,0,3,17
1492,210,23,0,3,23
1492,474,23,0,1,23
1492,429,18,0,1,18
1492,431,11,0,2,11
1492,51,14,0,2,14
1492,198,17,0,3,17
1492,82,11,0,6,11
1492,266,5,0,3,5
1492,144,6,0,4,6
1492,163,5,0,1,5
1492,43,3,0,3,3
1492,222,2,0,2,2
1492,304,90,0,3,90
1492,352,97,0,4,97
1492,71,57,0,3,57
1492,450,51,0,3,51
1492,448,35,0,3,35
1492,222,52,0,2,52
1492,489,21,0,5,21
1492,51,24,0,3,24
1492,344,14,0,3,14
1492,529,17,0,3,17
1492,429,20,0,1,20
1492,485,13,0,3,13
1492,266,12,0,3,12
1492,163,17,0,2,17
1492,198,19,0,3,19
1492,431,8,0,2,8
1492,524,5,0,3,5
1492,522,4,0,3,4
1492,144,5,0,4,5
1492,43,3,0,3,3
1492,506,2,0,1,2
1492,474,1,0,1,1
1492,352,44,0,5,44
1492,304,28,0,3,28
1492,344,22,0,3,22
1492,474,30,0,2,30
1492,71,14,1,3,13
1492,522,12,0,3,12
1492,51,21,0,2,21
1492,456,21,0,2,21
1492,448,11,0,2,11
1492,450,7,0,3,7
1492,529,8,0,3,8
1492,431,7,0,2,7
1492,429,8,0,1,8
1492,222,7,0,2,7
1492,489,9,0,5,9
1492,485,2,0,3,2
1492,198,4,0,3,4
1492,518,3,0,1,3
1492,144,2,0,4,2
1492,43,2,0,3,2
1492,163,2,0,3,2
1492,82,1,0,6,1
1492,304,329,0,4,329
1492,448,187,0,4,187
1492,352,126,0,5,126
1492,71,118,0,3,118
1492,450,88,0,3,88
1492,489,64,0,4,64
1492,344,45,0,3,45
1492,522,40,0,3,40
1492,51,59,0,3,59
1492,429,52,0,1,52
1492,485,25,0,3,25
1492,524,22,0,3,22
1492,43,42,0,3,42
1492,456,32,0,2,32
1492,163,22,0,2,22
1492,529,22,2,2,20
1492,518,24,0,2,24
1492,431,20,0,2,20
1492,72,16,0,1,16
1492,144,23,0,4,23
1492,266,11,0,3,11
1492,222,19,0,2,19
1492,506,8,0,1,8
1492,82,5,0,6,5
1492,352,61,0,6,61
1492,304,44,0,3,44
1492,71,26,0,3,26
1492,344,19,0,3,19
